Column1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
58204,5MelFaia7UyOxn3Xkhcunf,JPEGMAFIA,LP!,OG!,55,95070,True,0.729,0.653,8,-4.601,1,0.105,0.00463,1.27e-06,0.471,0.35,92.573,4,industrial
58211,56SLMIzWKrEOWIQ5LCzKXV,Rammstein,Zeit,Adieu,65,278211,False,0.609,0.718,9,-5.809,1,0.0412,0.0261,0.00173,0.275,0.189,125.048,4,industrial
58212,3ckd4YA4LcD3j50rfIVwUe,Nine Inch Nails,Pretty Hate Machine,Head Like A Hole,62,299680,False,0.666,0.798,9,-11.26,1,0.0477,0.00848,0.00186,0.585,0.442,115.382,4,industrial
58216,0Zfh4uDmJz3D44Qy9nYMqu,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Rammstein,64,267743,False,0.657,0.708,11,-7.69,1,0.0564,0.00155,0.763,0.215,0.201,113.939,4,industrial
58218,4odoLyHnSx2jIcXs16IvsV,JPEGMAFIA,All My Heroes Are Cornballs,"Jesus Forgive Me, I Am A Thot",54,156533,True,0.628,0.78,11,-5.217,1,0.451,0.243,0.0,0.318,0.602,122.308,4,industrial
58231,0qGZkkxnyfGrUBLflKwBQG,Rammstein,Zeit,Meine Tränen,63,237045,False,0.569,0.752,7,-5.238,1,0.0307,0.0186,0.000168,0.143,0.189,114.967,4,industrial
58246,5392GpKmAP3UvIAfHC8LAW,Rammstein,Liebe ist für alle da (Special Edition),Haifisch,62,224906,False,0.627,0.842,9,-4.215,1,0.0375,0.000832,0.898,0.115,0.309,134.98,4,industrial
58250,3ENHpbTuY72FukZbwGP6bc,Drowning Pool,Sinner,Tear Away,63,254200,False,0.611,0.648,0,-4.579,1,0.0441,0.00055,0.0028,0.0846,0.457,132.983,4,industrial
58251,3DS5qjkZLta7vu6U1nLj35,JPEGMAFIA,LP!,DIRTY!,53,120986,True,0.694,0.923,2,-1.077,0,0.0793,0.153,0.0,0.0582,0.676,119.097,4,industrial
58257,3sxNhARfL8uj7NlMqwF61p,Marilyn Manson,Heaven Upside Down,SAY10,52,258519,False,0.601,0.741,2,-6.424,1,0.0698,0.000989,0.00237,0.053,0.129,126.963,4,industrial
58274,7wwLxmUVLCfySaJ0fdyelI,Mindless Self Indulgence,Frankenstein Girls Will Seem Strangely Sexy,Bitches,55,165693,True,0.696,0.72,9,-6.804,1,0.0976,0.0263,0.0647,0.192,0.542,95.897,4,industrial
58299,2MC5MLUdhrVUWGHUFHvaLF,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Wollt ihr das Bett in Flammen sehen,63,315850,False,0.673,0.766,2,-7.342,1,0.0394,2.37e-05,0.673,0.699,0.641,129.928,4,industrial
58304,4tvBoSWeIW0bjhKNre5mod,White Zombie,La Sexorcisto: Devil Music Volume 1,Thunder Kiss '65,69,234080,False,0.684,0.851,9,-9.792,1,0.0407,0.000613,0.0029,0.535,0.512,112.662,4,industrial
58308,7BJtY2aEjFZe9BPEvf3zbN,Faderhead,Night Physics,Know Your Darkness,51,274631,False,0.594,0.772,9,-7.689,0,0.0335,0.000112,0.202,0.152,0.576,125.017,4,industrial
58321,0KFwkmCpsFqUs09Bs8iVFP,Rammstein,Mutter,Spieluhr,57,286173,False,0.64,0.838,2,-3.555,0,0.0428,0.000973,0.00458,0.307,0.657,127.075,4,industrial
58330,33LTCp3HM36k7KuB7M3IHd,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Heirate mich,63,284648,False,0.651,0.867,6,-7.88,0,0.103,0.000857,0.000297,0.202,0.479,94.783,4,industrial
58333,3c02RAbOojbCSXQebk6Sf1,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Weisses Fleisch,61,215998,False,0.603,0.75,10,-9.282,1,0.0378,9.4e-06,0.0839,0.0667,0.611,132.107,4,industrial
58374,4qjvr0qMFUo26SxwC4VygS,Fear Factory,Digimortal,Linchpin,59,204853,False,0.693,0.871,0,-3.389,1,0.0844,0.00358,2.01e-05,0.11,0.533,111.989,4,industrial
58393,0c81djsFYx69xCaNx4NHfH,JPEGMAFIA,Veteran,I Cannot Fucking Wait Til Morrissey Dies,51,86778,True,0.695,0.849,9,-5.688,0,0.093,0.233,0.000842,0.385,0.623,140.092,4,industrial
58403,5hPxC9i9lj9pJwg7DK2MvC,Rammstein,Zick Zack,Zick Zack,59,244365,False,0.669,0.812,5,-5.384,0,0.0679,0.00121,0.00113,0.0732,0.399,130.012,4,industrial
58404,5267gVdYWrLoz6ClOhlqmE,Orgy,Candyass,Blue Monday,62,267000,False,0.589,0.696,8,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,4,industrial
58407,5N4vv1ax6LiMK7DCpIZt8l,Rammstein,Angst,Angst,54,224801,False,0.639,0.86,11,-4.27,1,0.069,0.000306,0.00549,0.0507,0.328,112.025,4,industrial
58422,1PdHorDs2MY7Npj8VQynSn,JPEGMAFIA,Veteran,Thug Tears,50,198310,True,0.881,0.79,10,-5.768,0,0.298,0.26,0.000223,0.313,0.779,138.964,4,industrial
58450,33omqR79fIXhaqdO4kQFAz,JPEGMAFIA;Kenny Beats,Puff Daddy,Puff Daddy,50,127335,True,0.876,0.807,10,-4.466,0,0.18,0.245,0.0,0.125,0.691,135.754,4,industrial
58452,1iRC0WHs9uhAi0EYeJJB3L,JPEGMAFIA,LP!,TRUST!,50,134603,True,0.769,0.754,6,-4.5,1,0.085,0.172,0.000571,0.388,0.728,93.581,4,industrial
58461,4fPrxIohi60EZfNy2TlD44,Rammstein,Mutter,Rein raus,53,189973,False,0.67,0.856,9,-4.566,1,0.0488,0.00107,0.131,0.164,0.767,122.153,4,industrial
58501,6gcFq5UOdNa8LzTRd4lldD,OOMPH!,Wahrheit oder Pflicht,Augen auf!,54,200573,False,0.7,0.937,1,-3.413,0,0.0357,0.000215,0.0,0.077,0.628,129.985,4,industrial
58506,5u07rgQcg8F2xIZp90lm3p,Primer 55,Introduction To Mayhem,Loose,57,182200,False,0.649,0.923,1,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,4,industrial
58513,7hgtn706RqLE5q1mWe8aQx,Prong,Cleansing,"Snap Your Fingers, Snap Your Neck",58,251533,False,0.668,0.788,5,-6.752,1,0.0424,7.48e-05,0.108,0.0792,0.692,137.38,4,industrial
58550,2xbh5NWAm6zjfeZg3yrwbO,Golden Features;The Presets,Paradise,Paradise,51,215253,False,0.713,0.703,11,-9.452,0,0.0501,0.493,0.555,0.134,0.203,120.01,4,industrial
58558,5QueZSIpWUbH4nLZlkjjkP,Rammstein,Sehnsucht,Bestrafe mich,51,216866,False,0.71,0.858,4,-5.395,1,0.0361,0.00615,0.0166,0.04,0.851,103.024,4,industrial
58559,55Ilqi0tkzElAOqDPixuDU,Nine Inch Nails,The Fragile,Into The Void,51,289306,False,0.712,0.796,8,-5.926,1,0.0435,0.145,0.0475,0.076,0.361,93.046,4,industrial
58568,2R5Zsb2TtsjHAEJFUZvf7v,Rammstein,Sehnsucht,Eifersucht,51,215866,False,0.816,0.968,9,-5.567,1,0.0542,0.13,0.00692,0.218,0.831,130.085,4,industrial
58650,4lokwaruKSA4UVymx6JqXc,Niki Istrefi,EUROMANTIC001,Red Armor,51,280079,True,0.829,0.722,11,-11.766,0,0.256,0.0243,0.741,0.126,0.429,140.02,4,industrial
58714,6vX3f406IBBmI6mAHLARGa,Puscifer,V Is For Vagina (Deluxe),Momma Sed,52,208246,False,0.659,0.622,5,-7.796,0,0.0704,0.0171,0.226,0.303,0.734,170.003,4,industrial
58750,14tKBoKXxGakkoEmYuFfor,Nine Inch Nails,Lost Highway,The Perfect Drug,55,315440,False,0.627,0.883,5,-8.988,0,0.0947,0.0207,0.00346,0.323,0.252,149.024,4,industrial
58779,5ft9yiGXI9o4bnbznZFP3U,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Der Meister,55,250558,False,0.661,0.699,9,-7.982,1,0.0369,7.07e-06,0.666,0.177,0.629,130.144,4,industrial
58836,7lL7AgPCYvDHz8AI4nergA,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Laichzeit,54,262798,False,0.786,0.635,4,-8.304,1,0.0736,0.000244,0.143,0.0797,0.687,133.604,4,industrial
58875,0Z4pLlygCvkTHmeQtYAbNH,Nine Inch Nails,The Slip,Discipline,50,259183,False,0.611,0.793,6,-6.646,1,0.0275,0.00122,0.285,0.251,0.824,122.01,4,industrial
58903,0FQjfJB4cdkVfxZHz8RV4M,Marilyn Manson,Antichrist Superstar,Angel With The Scabbed Wings,51,231920,False,0.627,0.757,8,-9.564,1,0.0509,0.000431,0.0139,0.349,0.523,108.025,4,industrial
60002,5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap;Remy Boyz,679 (feat. Remy Boyz),679 (feat. Remy Boyz),74,196693,True,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,4,j-dance
60003,2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,74,222093,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4,j-dance
60004,6xW2g0c5uSoa3S6xk9eI4j,Koffee;Gunna,W (feat. Gunna),W (feat. Gunna),61,230151,False,0.856,0.721,6,-6.813,0,0.0779,0.178,2.14e-05,0.0913,0.902,100.98,4,j-dance
60005,24SDeYAeTFda8OUzVI1VR6,Popcaan;Drake;PARTYNEXTDOOR,FIXTAPE,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),64,259651,False,0.571,0.747,7,-4.659,1,0.17,0.478,0.0,0.116,0.635,106.253,4,j-dance
60008,5vc9YsAEBWbRVvgKUcA5vs,Charly Black;Luis Fonsi,Party Animal,Party Animal,62,195813,False,0.724,0.869,0,-3.922,1,0.046,0.0248,0.0,0.251,0.84,100.999,4,j-dance
60009,1WoOzgvz6CgH4pX6a1RKGp,Fetty Wap;Monty,Fetty Wap (Deluxe),My Way (feat. Monty),66,213053,True,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,4,j-dance
60012,0VzBKgimNRMauaqzT2rEnS,Spice;Shaggy;Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),74,154666,False,0.817,0.8,2,-4.475,1,0.108,0.12,3.9e-05,0.187,0.534,90.016,4,j-dance
60014,7sd72KZS8D59g5NmhxyHpJ,Koffee,Rapture EP,Toast,67,191502,False,0.906,0.638,10,-7.917,0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,4,j-dance
60015,3ESSGgWzRf1xvP7G5hHMhB,Fetty Wap,Fetty Wap (Deluxe),Again,68,312240,True,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,4,j-dance
60018,51p7NpYENytr1NyYJSP2M3,Charly Black,Rio Bueno,You're Perfect,55,196946,False,0.757,0.842,7,-3.231,0,0.242,0.313,0.0,0.0541,0.826,104.832,4,j-dance
60019,6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet;Dr. Dre;Queen Pen,Another Level,No Diggity,77,304600,False,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,4,j-dance
60021,0Rj2yNpEvXOl8yn9UOuIRs,Charly Black;Daddy Yankee,Gyal You A Party Animal (Remix),Gyal You A Party Animal - Remix,68,224320,False,0.729,0.894,0,-4.054,1,0.0798,0.0612,0.0,0.36,0.757,101.053,4,j-dance
60023,0qKpwaNffHcDjHkAN0BAXd,jahmiel;Dunw3ll,U Me Luv - Single,U Me Luv,53,219705,False,0.738,0.602,5,-4.414,0,0.0964,0.677,0.0,0.0888,0.634,135.935,4,j-dance
60024,4iSWQ5Eadn5tZvvG9XNzYN,Charly Black,You're Perfect,You're Perfect,57,196973,False,0.817,0.855,7,-3.282,0,0.244,0.318,0.0,0.0517,0.783,104.909,4,j-dance
60025,7pxRBbUWBcVoTWi3MiFl6V,Tokyo Machine;Weird Genius;Lights,Last Summer,Last Summer,54,172551,True,0.641,0.915,0,-3.543,1,0.0328,0.261,0.0,0.219,0.898,144.953,4,j-dance
60026,0N4FgQoqMlmMPikactFwtE,WEDNESDAY CAMPANELLA,Neon,Edison,51,193510,False,0.838,0.729,1,-5.733,0,0.0802,0.0195,0.0089,0.101,0.619,129.999,4,j-dance
60027,58dGRQrNmAJeRMFuguUbvD,Spice;Shaggy;Sean Paul,10,Go Down Deh (feat. Shaggy and Sean Paul),69,154151,False,0.801,0.764,2,-5.112,1,0.0986,0.109,1.62e-05,0.247,0.578,89.999,4,j-dance
60031,1PQNR7X8dkeC6S24LbR9fs,Charly Black;Juan Magán;Yonny Atella,You're Perfect (Remix),You're Perfect - Remix,51,201400,False,0.821,0.789,0,-4.231,0,0.218,0.0429,0.0,0.082,0.785,104.953,4,j-dance
60054,1fRadkuwHEqwMuiY5ns15C,Tokyo Machine,PLAY,PLAY,56,183949,False,0.74,0.934,7,-2.15,0,0.164,0.00207,0.0964,0.323,0.617,128.096,4,j-dance
60059,1iuljeYz6ZG3GTJOZZkoer,Fetty Wap,Fetty Wap (Deluxe),RGF Island,59,173893,True,0.746,0.764,0,-5.066,0,0.0423,0.00116,8.19e-06,0.0867,0.518,137.98,4,j-dance
60060,7aBRoWtp9jsZFxwml1LfeG,Koffee,Pull Up,Pull Up,57,171092,False,0.81,0.604,7,-3.296,1,0.0904,0.316,0.0514,0.0944,0.646,102.937,4,j-dance
60062,03MxQe4F8TGGZSs4Zyha4b,Demarco;Akon;Runtown,No Wahala (feat. AKON & RUNTOWN),No Wahala (feat. Akon & Runtown),50,212383,False,0.819,0.625,2,-5.211,0,0.0525,0.384,0.0,0.0471,0.621,106.982,4,j-dance
60075,6aJ90LBl96bly9zuEH1U2X,Montell Jordan,Best Of Montell Jordan,This Is How We Do It,66,237546,False,0.791,0.702,1,-7.333,1,0.0623,0.0174,0.0,0.423,0.789,103.646,4,j-dance
60082,6rgSSesTJGyjQuvx06l3jU,Spice,10,So Mi Like It,54,154038,True,0.722,0.628,5,-5.133,1,0.565,0.0837,0.0,0.11,0.797,120.554,3,j-dance
60101,3VN7XvP708u6V9U0CxOlzi,Fetty Wap;Monty,Birthday (feat. Monty),Birthday (feat. Monty),54,188041,True,0.816,0.621,0,-6.352,1,0.181,0.18,0.0,0.085,0.403,97.015,4,j-dance
60104,0Mg5cbRrpU5VF3tV90hmvk,Skillibeng;Fivio Foreign;French Montana,Whap Whap (feat. Fivio Foreign & French Montana),Whap Whap (feat. Fivio Foreign & French Montana),58,161495,True,0.95,0.825,6,-5.284,0,0.268,0.382,1.24e-05,0.0867,0.733,106.978,4,j-dance
60106,69GzHJZKbGZnYaEpHYaC4n,Skeng,London,London,55,151456,True,0.886,0.643,4,-8.788,0,0.157,0.529,0.0,0.0888,0.352,103.004,4,j-dance
60116,53rvxSNmKhy7wMAAygyYWr,Masicka;Stefflon Don,438,Moments,54,183092,True,0.772,0.658,1,-5.612,0,0.226,0.0622,0.0,0.0997,0.16,129.345,5,j-dance
60119,3YQ5NYk2legzeloibRyXn1,Marksman,Verified Choppa 2,Verified Choppa 2,58,139093,False,0.725,0.604,7,-5.874,1,0.408,0.117,0.0,0.0855,0.449,199.995,4,j-dance
60151,0izUjTuDrUy2FgQOSRALSU,Koffee,Lockdown,Lockdown,54,179737,False,0.779,0.72,6,-4.702,0,0.2,0.149,0.0,0.212,0.62,94.021,4,j-dance
60152,6BOtDFg6GJm0rPUDuNmx57,Fetty Wap,Wake Up,Wake Up,52,224000,True,0.647,0.673,5,-5.992,1,0.176,0.172,0.0,0.223,0.527,179.971,4,j-dance
60160,6eydzKn9vLC57U9iToAwJD,Koffee,Gifted,Pull Up,55,171092,False,0.81,0.604,7,-3.296,1,0.0904,0.316,0.0514,0.0944,0.646,102.937,4,j-dance
60172,4C1Smq2t3MVOPzsUPWW0oX,Vybz Kartel,King Of The Dancehall,Fever,60,204500,True,0.891,0.62,7,-7.463,1,0.244,0.139,1.61e-05,0.0805,0.404,98.093,4,j-dance
60202,0t8zIi7cwdADvWmkIWE1sp,AmPm;Michael Kaneko,Best Part Of Us,Best Part Of us,53,241040,False,0.76,0.679,10,-7.966,0,0.0354,0.142,0.0814,0.101,0.598,113.989,4,j-dance
60203,47MwPx7nbFUD5IGVhL38Zr,Skillibeng;F.S.,Whap Whap (feat. F.S.),Whap Whap (feat. F.S.),58,181115,False,0.895,0.78,6,-6.458,0,0.232,0.207,9.76e-05,0.118,0.59,106.988,4,j-dance
60206,5zD3d3m97Ferk4pgkUPEmb,Shane O,Dark Room,Dark Room,51,193802,False,0.723,0.612,2,-3.912,0,0.0673,0.203,3.01e-06,0.112,0.418,82.885,4,j-dance
60212,6IFDy0imCdhDpHj98GczEX,Spice,So Mi Like It,So Mi Like It,57,153213,True,0.812,0.693,0,-3.914,0,0.367,0.0382,0.0,0.104,0.853,90.12,4,j-dance
60213,1poBO3pO6fkqPYG6n8J5cX,Montell Jordan;Wino,This Is How We Do It,This Is How We Do It,62,277293,True,0.775,0.606,0,-9.86,1,0.12,0.042,0.0,0.523,0.788,103.648,4,j-dance
60304,3JtRYW6aYGDVDIQvdGrZWt,Vybz Kartel;Dunw3ll;Stefflon Don,Amazing,Amazing,53,157500,True,0.717,0.747,9,-4.561,0,0.0737,0.112,1.18e-06,0.123,0.451,95.868,4,j-dance
60406,0W1OeXDPntUH0BeyJtE9UM,Fetty Wap;Monty,Fetty Wap (Deluxe),Jugg (feat. Monty),51,200253,True,0.635,0.721,10,-4.811,0,0.049,0.0324,0.0,0.222,0.499,148.064,4,j-dance
60451,6HOTOZfCzhjUnrEetcsLAN,Flying Lotus,Yasuke,Using What You Got,52,65293,False,0.661,0.625,11,-7.114,0,0.113,0.0314,0.894,0.173,0.736,85.786,4,j-dance
60463,2aULMaE3NgcnVluZCvxFmT,Vybz Kartel,The Gaza Don,Summer Tiime,54,167053,False,0.857,0.798,1,-4.062,0,0.0651,0.313,3.89e-06,0.316,0.353,100.0,4,j-dance
60503,74l1QrCYzACTJ6LZO4FuvI,Koffee,Gifted,Lockdown,51,179737,False,0.779,0.72,6,-4.702,0,0.2,0.149,0.0,0.212,0.62,94.021,4,j-dance
60510,4MAo6tvIRCEjUZLOrC9Z4q,Busy Signal,REGGAE Music Again,Come Over [Missing You],51,208666,False,0.648,0.651,5,-5.289,0,0.082,0.0608,0.0,0.245,0.541,89.882,4,j-dance
60550,1QsILO369FaBdl6V9YNFGl,Fetty Wap,Fetty Wap (Deluxe),D.A.M.,51,225866,True,0.697,0.676,7,-3.51,0,0.0395,0.00752,0.0,0.0898,0.372,136.01,4,j-dance
60551,1g323zkGA2tgTx9IYu5v1j,Mavado;Di Genius;Stacious,Di Genius Presents-Labwork Vol.2,Come Into My Room,51,212323,True,0.639,0.664,1,-4.583,1,0.168,0.0654,0.0,0.0751,0.42,115.895,5,j-dance
60552,2csZLnXBMuw6ETZuRxdUZF,Flying Lotus;Denzel Curry,Flamagra,Black Balloons Reprise,52,161971,False,0.647,0.72,5,-6.104,0,0.14,0.0945,0.0,0.121,0.134,88.061,4,j-dance
60601,6GbvWYsT5sWXYgo8Bw6HPE,Koffee,West Indies,West Indies,52,237458,False,0.754,0.638,5,-7.951,0,0.303,0.118,0.0,0.204,0.437,90.137,4,j-dance
60650,7vqvgXQ94BBiTtfzf6w7Nh,Skeng,Likkle Miss,Likkle Miss,54,134452,True,0.89,0.691,8,-9.227,1,0.122,0.179,0.0,0.198,0.699,100.001,4,j-dance
60697,6LKeLk5IBQUb9eoXidchGQ,Vybz Kartel;Popcaan;Gaza Slim,Stronger We Get,Clarks,56,183893,False,0.631,0.802,8,-5.316,1,0.373,0.0886,0.0,0.103,0.772,101.803,4,j-dance
60702,5O8uBUqc6rzlrS9YYCGeiX,Koffee,Gifted,West Indies,52,237458,False,0.754,0.638,5,-7.951,0,0.303,0.118,0.0,0.204,0.437,90.137,4,j-dance
60750,6KUI3A3jmZ0cGLDzOT41lX,Beenie Man;Janet Jackson,Tropical Storm,Feel It Boy,55,207133,False,0.842,0.656,5,-3.189,0,0.107,0.16,0.0,0.0626,0.95,102.794,4,j-dance
60803,4VsGKABwzD4SlPsVXhIgSE,Busy Signal,Parts Of The Puzzle,Stay So,51,220464,False,0.859,0.623,8,-5.339,0,0.061,0.181,0.000259,0.165,0.807,101.978,4,j-dance
60816,746nPV2NXSoxW3imGpG8gk,Beenie Man;Ms. Thing,Back To Basics,Dude,57,255360,False,0.616,0.71,5,-7.05,1,0.264,0.123,0.0,0.128,0.945,93.938,4,j-dance
60910,3KPo4sF05IFAdCwMIPyk8E,Skeng,Gang Bang,Gang Bang,50,122566,True,0.801,0.597,1,-9.94,1,0.208,0.557,0.0,0.18,0.853,96.051,4,j-dance
60929,744IMVuf8wEVECCOLThDHJ,DING DONG;Dunw3ll,BOUNCE,BOUNCE,50,153652,False,0.62,0.825,7,-2.869,1,0.309,0.25,0.0,0.077,0.476,199.488,4,j-dance
61002,7rU6Iebxzlvqy5t857bKFq,Mariya Takeuchi,Expressions,Plastic Love,65,294493,False,0.648,0.875,2,-5.141,0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,4,j-idol
61050,1COZviCcvLHDNexmP2OeN8,Kyary Pamyu Pamyu,KPP BEST,チェリーボンボン,50,218466,False,0.691,0.954,1,-1.755,1,0.0341,0.223,0.004,0.138,0.808,130.037,4,j-idol
61255,5iUjWA0lGW4TXr6KJs6Y0r,Mariya Takeuchi,Expressions,Shiawasenomonosashi,51,327146,False,0.7,0.814,4,-4.84,1,0.054,0.18,0.0,0.105,0.809,118.902,4,j-idol
61450,37yHxMij3cpN8SdO915LUI,AKB48,次の足跡 Type A <初回限定盤>,恋するフォーチュンクッキー,50,285186,False,0.681,0.936,2,-3.551,1,0.0471,0.259,1.53e-06,0.32,0.924,121.986,4,j-idol
62000,3dPtXHP0oXQ4HCWHsOA9js,YOASOBI,夜に駆ける,夜に駆ける,74,261013,False,0.67,0.874,8,-5.221,1,0.0305,0.00231,1.72e-05,0.3,0.789,130.041,4,j-pop
62002,0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,HELP EVER HURT NEVER,Shinunoga E-Wa,85,185573,False,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4,j-pop
62010,2ajUl8lBLAXOXNpG4NEPMz,Michael Bublé,Michael Bublé,Sway,74,188066,False,0.713,0.639,2,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,4,j-pop
62051,6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,THE BOOK,夜に駆ける,75,258838,False,0.663,0.871,8,-5.287,1,0.03,0.00299,1.8e-06,0.337,0.826,130.025,4,j-pop
62103,5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap;Remy Boyz,679 (feat. Remy Boyz),679 (feat. Remy Boyz),74,196693,True,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,4,j-pop
62107,3OdkC5pG8vc26S26qHyBo8,Fujii Kaze,LOVE ALL SERVE ALL,まつり,68,225920,False,0.663,0.731,1,-7.335,1,0.0338,0.00892,0.0502,0.293,0.356,97.025,4,j-pop
62108,2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,74,222093,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4,j-pop
62109,62Lv9WcrfzJqhvYDbilJy3,YOASOBI,たぶん,たぶん,66,258666,False,0.747,0.666,5,-6.395,1,0.0324,0.146,0.000912,0.0981,0.731,90.008,4,j-pop
62112,7tnYsRepXLaNhqj4xtcWP2,Fujii Kaze,grace,grace,70,289541,False,0.668,0.685,7,-8.765,1,0.0472,0.0822,0.0257,0.319,0.637,108.971,4,j-pop
62113,06XQvnJb53SUYmlWIhUXUi,YOASOBI,怪物,怪物,71,206000,False,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57e-05,0.31,0.774,169.935,4,j-pop
62116,398dL22bDbKbAmiOnPaq7o,YOASOBI,THE BOOK,たぶん,68,256773,False,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,4,j-pop
62121,4eChbtoFoOmWQt03aRDzaJ,Ado,UTA'S SONGS ONE PIECE FILM RED,Tot Musica,67,195226,False,0.669,0.934,5,-3.948,0,0.0653,0.073,0.0,0.123,0.175,129.974,4,j-pop
62123,51oc6MEsXTpnPn6GOw5VuP,Fujii Kaze,Kirari Remixes (Asia Edition),きらり,73,231882,False,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,4,j-pop
62130,7weHG0yOwtAcZ0qBhyODLF,nobodyknows+,vulgarhythm,Hero's Come Back!!,62,273493,False,0.716,0.951,11,-1.932,0,0.0604,0.0212,0.0,0.0394,0.703,104.024,4,j-pop
62133,3P4Lsg2MNqG8XLXZJUo4GT,Michael Bublé,Sway (Sped Up Version),Sway - Sped Up Version,66,147135,False,0.608,0.671,2,-5.643,1,0.0422,0.73,1.88e-06,0.0849,0.872,161.768,4,j-pop
62150,7FpABRyv5TaZz0llkhjPgc,Yoh kamiyama,色香水,色香水,59,250792,False,0.613,0.857,7,-5.272,1,0.0271,0.0686,7.93e-05,0.256,0.698,147.974,4,j-pop
62156,543jStmHR1VrSfpxmjUIn6,sumika,Chime,フィクション,64,230760,False,0.658,0.94,2,-2.427,1,0.0339,0.144,0.0,0.101,0.694,122.992,4,j-pop
62162,0LQs5gRhqJKLOl8fFukRsQ,Creepy Nuts,よふかしのうた,よふかしのうた,66,237913,False,0.746,0.976,5,-3.123,0,0.187,0.188,0.0,0.353,0.912,115.048,4,j-pop
62163,4xeWELPxBZKhhCrUr84jmp,Masayuki Suzuki;鈴木愛理,ALL TIME ROCK 'N' ROLL,DADDY ! DADDY ! DO !,65,254640,False,0.684,0.815,8,-3.826,0,0.0496,0.322,0.0,0.12,0.819,138.104,4,j-pop
62164,7dNxxkapvf5eRkw24PHSpy,Fujii Kaze,LOVE ALL SERVE ALL,damn,67,259026,False,0.707,0.759,7,-7.955,1,0.0329,0.00346,3.82e-05,0.116,0.646,129.982,4,j-pop
62176,6oLejuhWNQf76ydBbtLrT9,Yoh kamiyama,SHIAWASE NA OTONA,YELLOW,62,178712,False,0.786,0.719,7,-4.77,0,0.0353,0.0144,0.000638,0.0887,0.686,117.981,4,j-pop
62179,0N4FgQoqMlmMPikactFwtE,WEDNESDAY CAMPANELLA,Neon,Edison,51,193510,False,0.838,0.729,1,-5.733,0,0.0802,0.0195,0.0089,0.101,0.619,129.999,4,j-pop
62181,1zd35Y44Blc1CwwVbW3Qnk,YOASOBI,THE BOOK,群青,74,248026,False,0.725,0.853,10,-3.193,1,0.0516,0.305,0.0,0.115,0.707,134.991,4,j-pop
62201,0zoGVO4bQXG8U6ChKwNgeg,Taeko Onuki,MIGNONNE (Mastered by Bernie Grundman),4:00A.M.,70,336960,False,0.631,0.644,10,-10.81,0,0.0348,0.341,0.000411,0.0877,0.861,103.376,4,j-pop
62202,2Dzzhb1oV5ckgOjWZLraIB,なとり,Overdose,Overdose,78,197093,False,0.733,0.598,4,-9.453,0,0.0377,0.0307,1.7e-05,0.218,0.831,118.012,4,j-pop
62206,7rU6Iebxzlvqy5t857bKFq,Mariya Takeuchi,Expressions,Plastic Love,65,294493,False,0.648,0.875,2,-5.141,0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,4,j-pop
62208,0JyJVPi4IBCgj2wTRKb0yN,YOASOBI,Into the Night,Into The Night,60,262153,False,0.647,0.859,0,-5.558,0,0.0295,0.00496,0.0,0.312,0.78,130.024,4,j-pop
